names,left_ankle_only,right_ankle_only,left_hip_only,right_hip_only,left_side,right_side,ankles,hips
code,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
laacc_x_M,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_x_SD,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_x_MED,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_x_SKEW,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_x_KURT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_x_P25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_x_P75,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_y_M,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_y_SD,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_y_MED,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_y_SKEW,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_y_KURT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_y_P25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_y_P75,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_z_M,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_z_SD,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_z_MED,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_z_SKEW,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_z_KURT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_z_P25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
laacc_z_P75,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
raacc_x_M,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_x_SD,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_x_MED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_x_SKEW,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_x_KURT,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_x_P25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_x_P75,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_y_M,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_y_SD,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_y_MED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_y_P25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_y_P75,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_z_M,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_z_SD,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_z_MED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_z_SKEW,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_z_KURT,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_z_P25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
raacc_z_P75,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
lhacc_x_M,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_x_SD,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_x_MED,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_x_SKEW,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_x_KURT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_x_P25,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_x_P75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_y_M,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_y_SD,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_y_MED,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_y_SKEW,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_y_KURT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_y_P25,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_y_P75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_z_M,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_z_SD,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_z_MED,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_z_SKEW,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_z_KURT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_z_P25,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhacc_z_P75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
rhacc_x_M,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_x_SD,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_x_MED,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_x_SKEW,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_x_KURT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_x_P25,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_x_P75,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_y_M,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_y_SD,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_y_MED,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_y_SKEW,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_y_KURT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_y_P25,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_y_P75,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_z_M,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_z_SD,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_z_MED,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_z_SKEW,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_z_KURT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_z_P25,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhacc_z_P75,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
lagyr_x_M,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_x_SD,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_x_MED,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_x_SKEW,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_x_KURT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_x_P25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_x_P75,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_y_M,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_y_SD,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_y_MED,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_y_SKEW,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_y_KURT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_y_P25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_y_P75,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_z_M,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_z_SD,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_z_MED,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_z_SKEW,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_z_KURT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_z_P25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lagyr_z_P75,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ragyr_x_M,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_x_SD,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_x_MED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_x_SKEW,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_x_KURT,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_x_P25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_x_P75,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_y_M,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_y_SD,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_y_MED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_y_SKEW,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_y_KURT,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_y_P25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_y_P75,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_z_M,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_z_SD,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_z_MED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_z_SKEW,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_z_KURT,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_z_P25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ragyr_z_P75,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
lhgyr_x_M,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_x_SD,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_x_MED,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_x_SKEW,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_x_KURT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_x_P25,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_x_P75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_y_M,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_y_SD,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_y_MED,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_y_SKEW,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_y_KURT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_y_P25,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_y_P75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_z_M,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_z_SD,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_z_MED,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_z_SKEW,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_z_KURT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_z_P25,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lhgyr_z_P75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
rhgyr_x_M,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_x_SD,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_x_MED,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_x_SKEW,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_x_KURT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_x_P25,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_x_P75,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_y_M,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_y_SD,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_y_MED,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_y_SKEW,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_y_KURT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_y_P25,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_y_P75,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_z_M,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_z_SD,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_z_MED,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_z_SKEW,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_z_KURT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_z_P25,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
rhgyr_z_P75,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
lhacc_SUM,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
laacc_SUM,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lhgyr_SUM,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lagyr_SUM,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
rhacc_SUM,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
raacc_SUM,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
rhgyr_SUM,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
ragyr_SUM,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
lhacc_MAG,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
laacc_MAG,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
lhgyr_MAG,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
lagyr_MAG,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
rhacc_MAG,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
raacc_MAG,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
rhgyr_MAG,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
ragyr_MAG,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CORR_lhacc_x_lhacc_y,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CORR_lhacc_x_lhacc_z,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CORR_lhacc_y_lhacc_z,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CORR_laacc_x_laacc_y,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CORR_laacc_x_laacc_z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CORR_laacc_y_laacc_z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CORR_lhgyr_x_lhgyr_y,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CORR_lhgyr_x_lhgyr_z,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CORR_lhgyr_y_lhgyr_z,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CORR_lagyr_x_lagyr_y,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CORR_lagyr_x_lagyr_z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CORR_lagyr_y_lagyr_z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CORR_rhacc_x_rhacc_y,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
CORR_rhacc_x_rhacc_z,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
CORR_rhacc_y_rhacc_z,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
CORR_raacc_x_raacc_z,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CORR_rhgyr_x_rhgyr_y,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
CORR_rhgyr_x_rhgyr_z,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
CORR_rhgyr_y_rhgyr_z,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
CORR_ragyr_x_ragyr_y,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CORR_ragyr_x_ragyr_z,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CORR_ragyr_y_ragyr_z,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ABSCORR_lhacc_x_lhacc_y,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
ABSCORR_lhacc_x_lhacc_z,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
ABSCORR_lhacc_y_lhacc_z,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
ABSCORR_laacc_x_laacc_y,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ABSCORR_laacc_x_laacc_z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ABSCORR_laacc_y_laacc_z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ABSCORR_lhgyr_x_lhgyr_y,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
ABSCORR_lhgyr_x_lhgyr_z,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
ABSCORR_lhgyr_y_lhgyr_z,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
ABSCORR_lagyr_x_lagyr_y,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ABSCORR_lagyr_x_lagyr_z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ABSCORR_lagyr_y_lagyr_z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ABSCORR_rhacc_x_rhacc_y,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
ABSCORR_rhacc_x_rhacc_z,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
ABSCORR_rhacc_y_rhacc_z,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
